mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Incl per mm^2
IM333,"c(707, 556, 827, 1054)",0.1,right,ILA,"c(""ILA1"", ""ILA2/3"", ""ILA5"", ""ILA6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM337,"c(827, 556, 707)",0.1,right,ILA,"c(""ILA5"", ""ILA2/3"", ""ILA1"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(556, 1054, 827, 707)",0.1,right,ILA,"c(""ILA2/3"", ""ILA6a"", ""ILA5"", ""ILA1"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,59,0.1,right,IMD,IMD,WT,mPFF,M,pSyn,0,0,0,0
IM333,59,0.1,right,IMD,IMD,WT,mPFF,F,pSyn,0,0,0,0
IM337,59,0.1,right,IMD,IMD,WT,mPFF,M,pSyn,0,0,0,0
IM340,59,0.1,right,IMD,IMD,WT,mPFF,F,pSyn,0.001065,0,0.001065,0
IM330,900,0.1,right,In,aco,WT,mPFF,M,pSyn,0,0,0,0
IM333,900,0.1,right,In,aco,WT,mPFF,"c(""F"", ""M"")",pSyn,0,0,0,0
IM337,900,0.1,right,In,aco,WT,mPFF,M,pSyn,0,0,0,0
IM340,900,0.1,right,In,aco,WT,mPFF,F,pSyn,0,0,0,0
IM333,67,0.1,right,INC,INC,WT,mPFF,F,pSyn,0,0,0,0
IM337,67,0.1,right,INC,INC,WT,mPFF,M,pSyn,0,0,0,0
IM340,67,0.1,right,INC,INC,WT,mPFF,F,pSyn,0,0,0,0
IM330,6,0.1,right,int,int,WT,mPFF,M,pSyn,0,0,0,0
IM333,6,0.1,right,int,int,WT,mPFF,F,pSyn,0,0,0,0
IM337,6,0.1,right,int,int,WT,mPFF,M,pSyn,0,0,0,0
IM340,6,0.1,right,int,int,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(607344850, 607344838, 100, 607344854, 607344842, 607344858)",0.1,right,IPN,"c(""IPI"", ""IPC"", ""IPN"", ""IPDM"", ""IPA"", ""IPDL"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(607344834, 607344862, 607344858)",0.1,right,IPN,"c(""IPR"", ""IPRL"", ""IPDL"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(607344834, 607344862)",0.1,right,IPN,"c(""IPR"", ""IPRL"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(607344834, 607344862)",0.1,right,IPN,"c(""IPR"", ""IPRL"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,131,0.1,right,LA,LA,WT,mPFF,M,pSyn,0,0,0,0
IM333,131,0.1,right,LA,LA,WT,mPFF,F,pSyn,0,0,0,0
IM337,131,0.1,right,LA,LA,WT,mPFF,M,pSyn,0,0,0,0
IM340,131,0.1,right,LA,LA,WT,mPFF,F,pSyn,0,0,0,0
IM330,155,0.1,right,LD,LD,WT,mPFF,M,pSyn,0,0,0,0
IM333,155,0.1,right,LD,LD,WT,mPFF,F,pSyn,0,0,0,0
IM337,155,0.1,right,LD,LD,WT,mPFF,M,pSyn,4.84E-05,0,4.84E-05,0
IM340,155,0.1,right,LD,LD,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(496345672, 496345668, 496345664)",0.1,right,LGd,"c(""LGd-ip"", ""LGd-co"", ""LGd-sh"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(496345664, 496345668, 496345672)",0.1,right,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(496345668, 496345664, 496345672)",0.1,right,LGd,"c(""LGd-co"", ""LGd-sh"", ""LGd-ip"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(496345664, 496345668, 496345672)",0.1,right,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,178,0.1,right,LGv,LGv,WT,mPFF,M,pSyn,0,0,0,0
IM333,178,0.1,right,LGv,LGv,WT,mPFF,F,pSyn,0,0,0,0
IM337,178,0.1,right,LGv,LGv,WT,mPFF,M,pSyn,0,0,0,0
IM340,178,0.1,right,LGv,LGv,WT,mPFF,F,pSyn,0,0,0,0
IM330,186,0.1,right,LH,LH,WT,mPFF,M,pSyn,0,0,0,0
IM333,186,0.1,right,LH,LH,WT,mPFF,F,pSyn,0,0,0,0
IM337,186,0.1,right,LH,LH,WT,mPFF,M,pSyn,0,0,0,0
IM340,186,0.1,right,LH,LH,WT,mPFF,F,pSyn,0,0,0,0
IM330,194,0.1,right,LHA,LHA,WT,mPFF,M,pSyn,0,0,0,0
IM333,194,0.1,right,LHA,LHA,WT,mPFF,F,pSyn,0,0,0,0
IM337,194,0.1,right,LHA,LHA,WT,mPFF,M,pSyn,5.96E-05,0,5.96E-05,0
IM340,194,0.1,right,LHA,LHA,WT,mPFF,F,pSyn,0,0,0,0
IM330,658,0.1,right,ll,ll,WT,mPFF,M,pSyn,8.05E-05,0,8.05E-05,0
IM333,658,0.1,right,ll,ll,WT,mPFF,F,pSyn,0.000491505,0,0.000491505,0
IM337,658,0.1,right,ll,ll,WT,mPFF,M,pSyn,0,0,0,0
IM340,658,0.1,right,ll,ll,WT,mPFF,F,pSyn,0,0,0,0
IM337,210,0.1,right,LM,LM,WT,mPFF,M,pSyn,0,0,0,0
IM340,210,0.1,right,LM,LM,WT,mPFF,F,pSyn,0,0,0,0
IM330,665,0.1,right,lotg,lot,WT,mPFF,M,pSyn,0,0,0,0
IM333,665,0.1,right,lotg,lot,WT,mPFF,"c(""M"", ""F"")",pSyn,0,0,0,0
IM337,665,0.1,right,lotg,lot,WT,mPFF,M,pSyn,0,0,0,0
IM340,665,0.1,right,lotg,lot,WT,mPFF,F,pSyn,0,0,0,0
IM330,218,0.1,right,LP,LP,WT,mPFF,M,pSyn,0,0,0,0
IM333,218,0.1,right,LP,LP,WT,mPFF,F,pSyn,0.001103246,0,0.001103246,0
IM337,218,0.1,right,LP,LP,WT,mPFF,M,pSyn,0,0,0,0
IM340,218,0.1,right,LP,LP,WT,mPFF,F,pSyn,0,0,0,0
IM333,226,0.1,right,LPO,LPO,WT,mPFF,F,pSyn,0,0,0,0
IM340,226,0.1,right,LPO,LPO,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(258, 266)",0.1,right,LS,"c(""LSr"", ""LSv"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(266, 258)",0.1,right,LS,"c(""LSv"", ""LSr"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(258, 266)",0.1,right,LS,"c(""LSr"", ""LSv"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(266, 258)",0.1,right,LS,"c(""LSv"", ""LSr"")",WT,mPFF,F,pSyn,0,0,0,0
IM333,66,0.1,right,LT,LT,WT,mPFF,F,pSyn,0,0,0,0
IM337,66,0.1,right,LT,LT,WT,mPFF,M,pSyn,0,0,0,0
IM340,66,0.1,right,LT,LT,WT,mPFF,F,pSyn,0,0,0,0
IM333,549009211,0.1,right,MA3,MA3,WT,mPFF,F,pSyn,0,0,0,0
IM337,549009211,0.1,right,MA3,MA3,WT,mPFF,M,pSyn,0,0,0,0
IM340,549009211,0.1,right,MA3,MA3,WT,mPFF,F,pSyn,0,0,0,0
IM330,313,0.1,right,MB,MB,WT,mPFF,M,pSyn,0,0,0,0
IM333,313,0.1,right,MB,MB,WT,mPFF,F,pSyn,0,0,0,0
IM337,313,0.1,right,MB,MB,WT,mPFF,M,pSyn,3.00E-06,0,3.00E-06,0
IM340,313,0.1,right,MB,MB,WT,mPFF,F,pSyn,1.64E-05,0,1.64E-05,0
IM330,246,0.1,right,MBmot,RR,WT,mPFF,M,pSyn,0,0,0,0
IM333,381,0.1,right,MBmot,SNr,WT,mPFF,F,pSyn,0,0,0,0
IM337,381,0.1,right,MBmot,SNr,WT,mPFF,M,pSyn,0,0,0,0
IM340,381,0.1,right,MBmot,SNr,WT,mPFF,F,pSyn,0,0,0,0
IM333,374,0.1,right,MBsta,SNc,WT,mPFF,F,pSyn,0,0,0,0
IM337,374,0.1,right,MBsta,SNc,WT,mPFF,M,pSyn,0,0,0,0
IM340,374,0.1,right,MBsta,SNc,WT,mPFF,F,pSyn,0,0,0,0
IM330,78,0.1,right,mcp,mcp,WT,mPFF,M,pSyn,0,0,0,0
IM333,78,0.1,right,mcp,mcp,WT,mPFF,F,pSyn,0,0,0,0
IM337,78,0.1,right,mcp,mcp,WT,mPFF,M,pSyn,0,0,0,0
IM340,78,0.1,right,mcp,mcp,WT,mPFF,F,pSyn,0,0,0,0
IM330,362,0.1,right,MD,MD,WT,mPFF,M,pSyn,0,0,0,0
IM333,362,0.1,right,MD,MD,WT,mPFF,F,pSyn,0,0,0,0
IM337,362,0.1,right,MD,MD,WT,mPFF,M,pSyn,0,0,0,0
IM340,362,0.1,right,MD,MD,WT,mPFF,F,pSyn,0,0,0,0
IM330,10671,0.1,right,ME,ME,WT,mPFF,M,pSyn,0,0,0,0
IM333,10671,0.1,right,ME,ME,WT,mPFF,F,pSyn,0,0,0,0
IM337,10671,0.1,right,ME,ME,WT,mPFF,M,pSyn,0,0,0,0
IM340,10671,0.1,right,ME,ME,WT,mPFF,F,pSyn,0,0,0,0
IM330,403,0.1,right,MEA,MEA,WT,mPFF,M,pSyn,0,0,0,0
IM333,403,0.1,right,MEA,MEA,WT,mPFF,F,pSyn,0,0,0,0
IM337,403,0.1,right,MEA,MEA,WT,mPFF,M,pSyn,0,0,0,0
IM340,403,0.1,right,MEA,MEA,WT,mPFF,F,pSyn,0,0,0,0
IM330,63,0.1,right,MEZ,PVHd,WT,mPFF,M,pSyn,0,0,0,0
IM333,63,0.1,right,MEZ,PVHd,WT,mPFF,F,pSyn,0,0,0,0
IM337,63,0.1,right,MEZ,PVHd,WT,mPFF,M,pSyn,0,0,0,0
IM340,63,0.1,right,MEZ,PVHd,WT,mPFF,F,pSyn,0,0,0,0
IM340,54,0.1,right,mfb,mfb,WT,mPFF,F,pSyn,0,0,0,0
IM333,"c(1079, 1072, 1088)",0.1,right,MG,"c(""MGv"", ""MGd"", ""MGm"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(1072, 1088, 1079)",0.1,right,MG,"c(""MGd"", ""MGm"", ""MGv"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(1088, 1079, 1072)",0.1,right,MG,"c(""MGm"", ""MGv"", ""MGd"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,483,0.1,right,MH,MH,WT,mPFF,M,pSyn,0,0,0,0
IM333,483,0.1,right,MH,MH,WT,mPFF,F,pSyn,0,0,0,0
IM337,483,0.1,right,MH,MH,WT,mPFF,M,pSyn,0,0,0,0
IM340,483,0.1,right,MH,MH,WT,mPFF,F,pSyn,0,0,0,0
IM330,697,0.1,right,ml,ml,WT,mPFF,M,pSyn,0,0,0,0
IM333,697,0.1,right,ml,ml,WT,mPFF,F,pSyn,0,0,0,0
IM337,697,0.1,right,ml,ml,WT,mPFF,M,pSyn,0,0,0,0
IM340,697,0.1,right,ml,ml,WT,mPFF,F,pSyn,0,0,0,0
IM330,62,0.1,right,mlf,mlf,WT,mPFF,M,pSyn,0,0,0,0
IM333,62,0.1,right,mlf,mlf,WT,mPFF,F,pSyn,0,0,0,0
IM337,62,0.1,right,mlf,mlf,WT,mPFF,M,pSyn,0,0,0,0
IM340,62,0.1,right,mlf,mlf,WT,mPFF,F,pSyn,0,0,0,0
IM333,"c(606826651, 606826659, 606826655, 606826647)",0.1,right,MM,"c(""MMm"", ""MMd"", ""MMp"", ""MMl"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(606826659, 606826655, 606826647, 606826651)",0.1,right,MM,"c(""MMd"", ""MMp"", ""MMl"", ""MMm"")",WT,mPFF,M,pSyn,0.000116444,0,0.000116444,0
IM340,"c(606826659, 606826651, 606826655, 606826647, 732)",0.1,right,MM,"c(""MMd"", ""MMm"", ""MMp"", ""MMl"", ""MMme"")",WT,mPFF,F,pSyn,2.58E-05,0,2.58E-05,0
IM330,"c(943, 648, 320, 844, 882)",0.1,right,MOp,"c(""MOp2/3"", ""MOp5"", ""MOp1"", ""MOp6a"", ""MOp6b"")",WT,mPFF,M,pSyn,0.0005927,0,0.0005927,0
IM333,"c(943, 320, 648, 882, 844)",0.1,right,MOp,"c(""MOp2/3"", ""MOp1"", ""MOp5"", ""MOp6b"", ""MOp6a"")",WT,mPFF,"c(""F"", ""M"")",pSyn,0,0,0,0
IM337,"c(882, 943, 320, 648, 844)",0.1,right,MOp,"c(""MOp6b"", ""MOp2/3"", ""MOp1"", ""MOp5"", ""MOp6a"")",WT,mPFF,M,pSyn,2.89E-06,0,2.89E-06,0
IM340,"c(648, 844, 882, 320, 943)",0.1,right,MOp,"c(""MOp5"", ""MOp6a"", ""MOp6b"", ""MOp1"", ""MOp2/3"")",WT,mPFF,F,pSyn,1.24E-05,0,1.24E-05,0
IM330,"c(962, 767, 1021, 656, 1085)",0.1,right,MOs,"c(""MOs2/3"", ""MOs5"", ""MOs6a"", ""MOs1"", ""MOs6b"")",WT,mPFF,M,pSyn,1.14E-05,0,1.14E-05,0
IM333,"c(962, 767, 1021, 656, 1085)",0.1,right,MOs,"c(""MOs2/3"", ""MOs5"", ""MOs6a"", ""MOs1"", ""MOs6b"")",WT,mPFF,"c(""F"", ""M"")",pSyn,0,0,0,0
IM337,"c(962, 1085, 767, 656, 1021)",0.1,right,MOs,"c(""MOs2/3"", ""MOs6b"", ""MOs5"", ""MOs1"", ""MOs6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(1021, 656, 962, 767, 1085)",0.1,right,MOs,"c(""MOs6a"", ""MOs1"", ""MOs2/3"", ""MOs5"", ""MOs6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,93,0.1,right,moV,moV,WT,mPFF,M,pSyn,0,0,0,0
IM333,93,0.1,right,moV,moV,WT,mPFF,F,pSyn,0,0,0,0
IM337,93,0.1,right,moV,moV,WT,mPFF,M,pSyn,0,0,0,0
IM340,93,0.1,right,moV,moV,WT,mPFF,F,pSyn,0,0,0,0
IM333,673,0.1,right,mp,mp,WT,mPFF,F,pSyn,0,0,0,0
IM337,673,0.1,right,mp,mp,WT,mPFF,M,pSyn,0,0,0,0
IM340,673,0.1,right,mp,mp,WT,mPFF,F,pSyn,0,0,0,0
IM340,531,0.1,right,MPT,MPT,WT,mPFF,F,pSyn,0,0,0,0
IM330,128,0.1,right,MRN,MRN,WT,mPFF,M,pSyn,0,0,0,0
IM333,128,0.1,right,MRN,MRN,WT,mPFF,F,pSyn,0,0,0,0
IM337,128,0.1,right,MRN,MRN,WT,mPFF,M,pSyn,0,0,0,0
IM340,128,0.1,right,MRN,MRN,WT,mPFF,F,pSyn,0,0,0,0
IM330,564,0.1,right,MS,MS,WT,mPFF,M,pSyn,0,0,0,0
IM333,564,0.1,right,MS,MS,WT,mPFF,F,pSyn,0,0,0,0
IM337,564,0.1,right,MS,MS,WT,mPFF,M,pSyn,0,0,0,0
IM340,564,0.1,right,MS,MS,WT,mPFF,F,pSyn,0,0,0,0
IM333,58,0.1,right,MT,MT,WT,mPFF,F,pSyn,0,0,0,0
IM337,58,0.1,right,MT,MT,WT,mPFF,M,pSyn,0,0,0,0
IM340,58,0.1,right,MT,MT,WT,mPFF,F,pSyn,0,0,0,0
IM330,681,0.1,right,mtg,mtg,WT,mPFF,M,pSyn,0,0,0,0
IM333,681,0.1,right,mtg,mtg,WT,mPFF,F,pSyn,0,0,0,0
IM337,681,0.1,right,mtg,mtg,WT,mPFF,M,pSyn,0,0,0,0
IM340,681,0.1,right,mtg,mtg,WT,mPFF,F,pSyn,0,0,0,0
IM330,690,0.1,right,mtt,mtt,WT,mPFF,M,pSyn,0,0,0,0
IM333,690,0.1,right,mtt,mtt,WT,mPFF,F,pSyn,0,0,0,0
IM337,690,0.1,right,mtt,mtt,WT,mPFF,M,pSyn,0,0,0,0
IM340,690,0.1,right,mtt,mtt,WT,mPFF,F,pSyn,0,0,0,0
IM330,997,0.1,right,None,None,WT,mPFF,M,pSyn,0,0,0,0
IM333,997,0.1,right,None,None,WT,mPFF,F,pSyn,0,0,0,0
IM337,997,0.1,right,None,None,WT,mPFF,M,pSyn,0,0,0,0
IM340,997,0.1,right,None,None,WT,mPFF,F,pSyn,0,0,0,0
IM333,587,0.1,right,ND,ND,WT,mPFF,F,pSyn,0,0,0,0
IM337,587,0.1,right,ND,ND,WT,mPFF,M,pSyn,0,0,0,0
IM340,587,0.1,right,ND,ND,WT,mPFF,F,pSyn,0,0,0,0
IM330,596,0.1,right,NDB,NDB,WT,mPFF,M,pSyn,0,0,0,0
IM333,596,0.1,right,NDB,NDB,WT,mPFF,F,pSyn,0,0,0,0
IM337,596,0.1,right,NDB,NDB,WT,mPFF,M,pSyn,0,0,0,0
IM340,596,0.1,right,NDB,NDB,WT,mPFF,F,pSyn,0,0,0,0
IM330,612,0.1,right,NLL,NLL,WT,mPFF,M,pSyn,0,0,0,0
IM333,612,0.1,right,NLL,NLL,WT,mPFF,F,pSyn,0,0,0,0
IM337,612,0.1,right,NLL,NLL,WT,mPFF,M,pSyn,0,0,0,0
IM340,612,0.1,right,NLL,NLL,WT,mPFF,F,pSyn,0.00010697,0,0.00010697,0
IM333,628,0.1,right,NOT,NOT,WT,mPFF,F,pSyn,0,0,0,0
IM337,628,0.1,right,NOT,NOT,WT,mPFF,M,pSyn,0,0,0,0
IM340,628,0.1,right,NOT,NOT,WT,mPFF,F,pSyn,0,0,0,0
IM337,634,0.1,right,NPC,NPC,WT,mPFF,M,pSyn,0,0,0,0
IM340,634,0.1,right,NPC,NPC,WT,mPFF,F,pSyn,0,0,0,0
IM330,102,0.1,right,nst,nst,WT,mPFF,M,pSyn,0,0,0,0
IM333,102,0.1,right,nst,nst,WT,mPFF,F,pSyn,0,0,0,0
IM337,102,0.1,right,nst,nst,WT,mPFF,M,pSyn,0,0,0,0
IM340,102,0.1,right,nst,nst,WT,mPFF,F,pSyn,0,0,0,0
IM330,698,0.1,right,OLF,OLF,WT,mPFF,M,pSyn,0,0,0,0
IM333,698,0.1,right,OLF,OLF,WT,mPFF,"c(""M"", ""F"")",pSyn,0,0,0,0
IM337,698,0.1,right,OLF,OLF,WT,mPFF,M,pSyn,0,0,0,0
IM340,698,0.1,right,OLF,OLF,WT,mPFF,F,pSyn,0,0,0,0
IM330,125,0.1,right,opt,opt,WT,mPFF,M,pSyn,0,0,0,0
IM333,125,0.1,right,opt,opt,WT,mPFF,F,pSyn,0,0,0,0
IM337,125,0.1,right,opt,opt,WT,mPFF,M,pSyn,0,0,0,0
IM340,125,0.1,right,opt,opt,WT,mPFF,F,pSyn,0,0,0,0
IM330,484682520,0.1,right,or,or,WT,mPFF,M,pSyn,0,0,0,0
IM333,484682520,0.1,right,or,or,WT,mPFF,F,pSyn,0,0,0,0
IM337,484682520,0.1,right,or,or,WT,mPFF,M,pSyn,2.14E-05,0,2.14E-05,0
IM340,484682520,0.1,right,or,or,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(412, 448, 440, 630, 488)",0.1,right,ORBl,"c(""ORBl2/3"", ""ORBl1"", ""ORBl6a"", ""ORBl5"", ""ORBl6b"")",WT,mPFF,M,pSyn,6.62E-06,0,6.62E-06,0
IM333,"c(440, 630, 412, 488, 448)",0.1,right,ORBl,"c(""ORBl6a"", ""ORBl5"", ""ORBl2/3"", ""ORBl6b"", ""ORBl1"")",WT,mPFF,M,pSyn,1.58E-05,0,1.58E-05,0
IM337,"c(448, 412, 630, 440)",0.1,right,ORBl,"c(""ORBl1"", ""ORBl2/3"", ""ORBl5"", ""ORBl6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(630, 448, 440, 412, 488)",0.1,right,ORBl,"c(""ORBl5"", ""ORBl1"", ""ORBl6a"", ""ORBl2/3"", ""ORBl6b"")",WT,mPFF,F,pSyn,4.38E-05,0,4.38E-05,0
IM330,"c(620, 484, 582, 910)",0.1,right,ORBm,"c(""ORBm5"", ""ORBm1"", ""ORBm2/3"", ""ORBm6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(910, 582, 484, 620)",0.1,right,ORBm,"c(""ORBm6a"", ""ORBm2/3"", ""ORBm1"", ""ORBm5"")",WT,mPFF,M,pSyn,0,0,0,0
IM337,"c(582, 620, 910, 484)",0.1,right,ORBm,"c(""ORBm2/3"", ""ORBm5"", ""ORBm6a"", ""ORBm1"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(582, 620, 910, 484)",0.1,right,ORBm,"c(""ORBm2/3"", ""ORBm5"", ""ORBm6a"", ""ORBm1"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(1125, 288, 608, 680)",0.1,right,ORBvl,"c(""ORBvl5"", ""ORBvl2/3"", ""ORBvl6a"", ""ORBvl6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(608, 1125, 288, 680)",0.1,right,ORBvl,"c(""ORBvl6a"", ""ORBvl5"", ""ORBvl2/3"", ""ORBvl6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM337,"c(608, 969, 1125, 288)",0.1,right,ORBvl,"c(""ORBvl6a"", ""ORBvl1"", ""ORBvl5"", ""ORBvl2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(680, 1125, 608, 288)",0.1,right,ORBvl,"c(""ORBvl6b"", ""ORBvl5"", ""ORBvl6a"", ""ORBvl2/3"")",WT,mPFF,F,pSyn,1.61E-05,0,1.61E-05,0
IM330,754,0.1,right,OT,OT,WT,mPFF,M,pSyn,1.59E-05,0,1.59E-05,0
IM333,754,0.1,right,OT,OT,WT,mPFF,F,pSyn,0,0,0,0
IM337,754,0.1,right,OT,OT,WT,mPFF,M,pSyn,0,0,0,0
IM340,754,0.1,right,OT,OT,WT,mPFF,F,pSyn,1.00E-05,0,1.00E-05,0
IM330,771,0.1,right,P,P,WT,mPFF,M,pSyn,0,0,0,0
IM333,771,0.1,right,P,P,WT,mPFF,F,pSyn,0,0,0,0
IM337,771,0.1,right,P,P,WT,mPFF,M,pSyn,0,0,0,0
IM340,771,0.1,right,P,P,WT,mPFF,F,pSyn,0,0,0,0
IM330,780,0.1,right,PA,PA,WT,mPFF,M,pSyn,0,0,0,0
IM333,780,0.1,right,PA,PA,WT,mPFF,F,pSyn,2.68E-05,0,2.68E-05,0
IM337,780,0.1,right,PA,PA,WT,mPFF,M,pSyn,0,0,0,0
IM340,780,0.1,right,PA,PA,WT,mPFF,F,pSyn,0,0,0,0
IM333,606826663,0.1,right,Pa4,Pa4,WT,mPFF,F,pSyn,0,0,0,0
IM337,606826663,0.1,right,Pa4,Pa4,WT,mPFF,M,pSyn,0,0,0,0
IM340,606826663,0.1,right,Pa4,Pa4,WT,mPFF,F,pSyn,0,0,0,0
IM330,788,0.1,right,PAA,PAA,WT,mPFF,M,pSyn,0,0,0,0
IM333,788,0.1,right,PAA,PAA,WT,mPFF,F,pSyn,0,0,0,0
IM337,788,0.1,right,PAA,PAA,WT,mPFF,M,pSyn,0,0,0,0
IM340,788,0.1,right,PAA,PAA,WT,mPFF,F,pSyn,0,0,0,0
IM330,795,0.1,right,PAG,PAG,WT,mPFF,M,pSyn,0,0,0,0
IM333,795,0.1,right,PAG,PAG,WT,mPFF,F,pSyn,0,0,0,0
IM337,795,0.1,right,PAG,PAG,WT,mPFF,M,pSyn,0,0,0,0
IM340,795,0.1,right,PAG,PAG,WT,mPFF,F,pSyn,0,0,0,0
IM330,803,0.1,right,PAL,PAL,WT,mPFF,M,pSyn,0,0,0,0
IM333,803,0.1,right,PAL,PAL,WT,mPFF,F,pSyn,0,0,0,0
IM337,803,0.1,right,PAL,PAL,WT,mPFF,M,pSyn,0,0,0,0
IM340,803,0.1,right,PAL,PAL,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(1022, 1031)",0.1,right,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(1022, 1031)",0.1,right,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,F,pSyn,1.54E-05,0,1.54E-05,0
IM337,"c(1022, 1031)",0.1,right,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(1031, 1022)",0.1,right,PALd,"c(""GPi"", ""GPe"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,843,0.1,right,PAR,PAR,WT,mPFF,M,pSyn,0,0,0,0
IM333,843,0.1,right,PAR,PAR,WT,mPFF,F,pSyn,0,0,0,0
IM337,843,0.1,right,PAR,PAR,WT,mPFF,M,pSyn,0,0,0,0
IM340,843,0.1,right,PAR,PAR,WT,mPFF,F,pSyn,0,0,0,0
IM330,874,0.1,right,PBG,PBG,WT,mPFF,M,pSyn,0,0,0,0
IM333,874,0.1,right,PBG,PBG,WT,mPFF,F,pSyn,0,0,0,0
IM337,874,0.1,right,PBG,PBG,WT,mPFF,M,pSyn,0,0,0,0
IM340,874,0.1,right,PBG,PBG,WT,mPFF,F,pSyn,0,0,0,0
IM333,158,0.1,right,pc,pc,WT,mPFF,F,pSyn,0,0,0,0
IM337,158,0.1,right,pc,pc,WT,mPFF,M,pSyn,0,0,0,0
IM340,158,0.1,right,pc,pc,WT,mPFF,F,pSyn,0,0,0,0
IM330,907,0.1,right,PCN,PCN,WT,mPFF,M,pSyn,0,0,0,0
IM333,907,0.1,right,PCN,PCN,WT,mPFF,F,pSyn,0,0,0,0
IM337,907,0.1,right,PCN,PCN,WT,mPFF,M,pSyn,0,0,0,0
IM340,907,0.1,right,PCN,PCN,WT,mPFF,F,pSyn,0,0,0,0
IM330,576073704,0.1,right,PeF,PeF,WT,mPFF,M,pSyn,0,0,0,0
IM333,576073704,0.1,right,PeF,PeF,WT,mPFF,F,pSyn,0,0,0,0
IM337,576073704,0.1,right,PeF,PeF,WT,mPFF,M,pSyn,0,0,0,0
IM340,576073704,0.1,right,PeF,PeF,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(692, 888, 540, 335)",0.1,right,PERI,"c(""PERI5"", ""PERI2/3"", ""PERI1"", ""PERI6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(368, 335, 692, 888, 540)",0.1,right,PERI,"c(""PERI6b"", ""PERI6a"", ""PERI5"", ""PERI2/3"", ""PERI1"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(335, 888, 540, 692, 368)",0.1,right,PERI,"c(""PERI6a"", ""PERI2/3"", ""PERI1"", ""PERI5"", ""PERI6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(335, 692, 888, 540, 368)",0.1,right,PERI,"c(""PERI6a"", ""PERI5"", ""PERI2/3"", ""PERI1"", ""PERI6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,930,0.1,right,PF,PF,WT,mPFF,M,pSyn,0,0,0,0
IM333,930,0.1,right,PF,PF,WT,mPFF,F,pSyn,0,0,0,0
IM340,930,0.1,right,PF,PF,WT,mPFF,F,pSyn,0,0,0,0
IM330,931,0.1,right,PG,PG,WT,mPFF,M,pSyn,3.47E-05,0,3.47E-05,0
IM333,931,0.1,right,PG,PG,WT,mPFF,F,pSyn,0,0,0,0
IM337,931,0.1,right,PG,PG,WT,mPFF,M,pSyn,0,0,0,0
IM340,931,0.1,right,PG,PG,WT,mPFF,F,pSyn,0,0,0,0
IM330,946,0.1,right,PH,PH,WT,mPFF,M,pSyn,0,0,0,0
IM333,946,0.1,right,PH,PH,WT,mPFF,F,pSyn,0,0,0,0
IM337,946,0.1,right,PH,PH,WT,mPFF,M,pSyn,0,0,0,0
