mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total Pathology % Area ,Inclusion Pathology % Area,Neurite Pathology % Area,Inclusion Count per mm^2 (log10)
IM 61,"c(893, 806, 1090, 862, 1035, 873)",6,right,SSs,"c(""SSs6b"", ""SSs2/3"", ""SSs5"", ""SSs6a"", ""SSs4"", ""SSs1"")",WT,mPFF,M,pSyn,0.027163212,0.011116916,0.016046296,1.640649683
IM 62,"c(862, 893, 806, 1035, 873, 1090)",6,right,SSs,"c(""SSs6a"", ""SSs6b"", ""SSs2/3"", ""SSs4"", ""SSs1"", ""SSs5"")",WT,mPFF,M,pSyn,0.271002947,0.094927545,0.176075402,17.78566717
IM 63,"c(893, 862, 1090, 1035, 806, 873)",6,right,SSs,"c(""SSs6b"", ""SSs6a"", ""SSs5"", ""SSs4"", ""SSs2/3"", ""SSs1"")",WT,mPFF,M,pSyn,0.205963024,0.088388789,0.117574235,17.63164058
IM 64,"c(806, 893, 862, 873, 1035, 1090)",6,right,SSs,"c(""SSs2/3"", ""SSs6b"", ""SSs6a"", ""SSs1"", ""SSs4"", ""SSs5"")",WT,mPFF,M,pSyn,0.213582404,0.071330583,0.142251821,13.49515609
IM57,"c(862, 893, 873, 1090, 1035, 806)",6,right,SSs,"c(""SSs6a"", ""SSs6b"", ""SSs1"", ""SSs5"", ""SSs4"", ""SSs2/3"")",WT,mPFF,F,pSyn,0.130428431,0.050235081,0.080193349,10.35498408
IM 58,301,6,right,st,st,WT,mPFF,F,pSyn,0.079395766,0.024218205,0.055177561,10.48822533
IM 59,301,6,right,st,st,WT,mPFF,F,pSyn,0.241533754,0,0.241533754,0
IM 60,301,6,right,st,st,WT,mPFF,F,pSyn,0.084848764,0,0.084848764,0
IM 61,301,6,right,st,st,WT,mPFF,M,pSyn,0.311290004,0,0.311290004,0
IM 62,301,6,right,st,st,WT,mPFF,M,pSyn,0.082069095,0,0.082069095,0
IM 63,301,6,right,st,st,WT,mPFF,M,pSyn,0.066841065,0,0.066841065,0
IM 64,301,6,right,st,st,WT,mPFF,M,pSyn,0.0436161,0,0.0436161,0
IM57,301,6,right,st,st,WT,mPFF,F,pSyn,0.130432565,0,0.130432565,0
IM 58,484682528,6,right,stc,stc,WT,mPFF,F,pSyn,0.318692337,0.203445644,0.115246692,32.9338762
IM 59,484682528,6,right,stc,stc,WT,mPFF,F,pSyn,0.072212639,0,0.072212639,0
IM 60,484682528,6,right,stc,stc,WT,mPFF,F,pSyn,0.004250851,0,0.004250851,0
IM 61,484682528,6,right,stc,stc,WT,mPFF,M,pSyn,0.061455438,0,0.061455438,0
IM 62,484682528,6,right,stc,stc,WT,mPFF,M,pSyn,0.205794983,0,0.205794983,0
IM 63,484682528,6,right,stc,stc,WT,mPFF,M,pSyn,0.020177466,0,0.020177466,0
IM 64,484682528,6,right,stc,stc,WT,mPFF,M,pSyn,0.062105251,0,0.06210525,0
IM57,484682528,6,right,stc,stc,WT,mPFF,F,pSyn,0.064515242,0,0.064515242,0
IM 58,470,6,right,STN,STN,WT,mPFF,F,pSyn,0.001706265,0,0.001706265,0
IM 59,470,6,right,STN,STN,WT,mPFF,F,pSyn,0.004077893,0,0.004077893,0
IM 60,470,6,right,STN,STN,WT,mPFF,F,pSyn,0.004024524,0,0.004024524,0
IM 61,470,6,right,STN,STN,WT,mPFF,M,pSyn,0.006684367,0,0.006684367,0
IM 62,470,6,right,STN,STN,WT,mPFF,M,pSyn,0.006599498,0,0.006599498,0
IM 63,470,6,right,STN,STN,WT,mPFF,M,pSyn,0,0,0,0
IM 64,470,6,right,STN,STN,WT,mPFF,M,pSyn,0.007190725,0,0.007190725,0
IM57,470,6,right,STN,STN,WT,mPFF,F,pSyn,0.000694399,0,0.000694399,0
IM 58,477,6,right,STR,STR,WT,mPFF,F,pSyn,0.037746741,0.006192705,0.031554036,2.544186186
IM 59,477,6,right,STR,STR,WT,mPFF,F,pSyn,0.153729511,0.033144097,0.120585414,12.91573834
IM 60,477,6,right,STR,STR,WT,mPFF,F,pSyn,0.039669006,0.012675846,0.02699316,2.553893077
IM 61,477,6,right,STR,STR,WT,mPFF,M,pSyn,0.084795237,0.03298211,0.051813127,4.665023372
IM 62,477,6,right,STR,STR,WT,mPFF,M,pSyn,0.087363394,0.010423393,0.076940002,2.74954909
IM 63,477,6,right,STR,STR,WT,mPFF,M,pSyn,0.056180326,0.020888242,0.035292084,4.465510773
IM 64,477,6,right,STR,STR,WT,mPFF,M,pSyn,0.124642814,0.054238422,0.070404391,10.74738995
IM57,477,6,right,STR,STR,WT,mPFF,F,pSyn,0.197768252,0.095091402,0.102676851,27.50942512
IM 59,614454277,6,right,Su3,Su3,WT,mPFF,F,pSyn,0.003835981,0,0.003835981,0
IM 60,614454277,6,right,Su3,Su3,WT,mPFF,F,pSyn,0,0,0,0
IM 61,614454277,6,right,Su3,Su3,WT,mPFF,M,pSyn,0,0,0,0
IM 63,614454277,6,right,Su3,Su3,WT,mPFF,M,pSyn,0,0,0,0
IM 58,502,6,right,SUB,SUB,WT,mPFF,F,pSyn,0,0,0,0
IM 59,502,6,right,SUB,SUB,WT,mPFF,F,pSyn,0.034739448,0.030011597,0.004727851,10.5849785
IM 60,502,6,right,SUB,SUB,WT,mPFF,F,pSyn,0.000187641,0,0.000187641,0
IM 61,502,6,right,SUB,SUB,WT,mPFF,M,pSyn,0.023651065,0.017055367,0.006595697,6.543028123
IM 62,502,6,right,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM 63,502,6,right,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM 64,502,6,right,SUB,SUB,WT,mPFF,M,pSyn,0,0,0,0
IM57,502,6,right,SUB,SUB,WT,mPFF,F,pSyn,0,0,0,0
IM 58,321,6,right,SubG,SubG,WT,mPFF,F,pSyn,0,0,0,0
IM 60,321,6,right,SubG,SubG,WT,mPFF,F,pSyn,0,0,0,0
IM 61,321,6,right,SubG,SubG,WT,mPFF,M,pSyn,0,0,0,0
IM 62,321,6,right,SubG,SubG,WT,mPFF,M,pSyn,0,0,0,0
IM 63,321,6,right,SubG,SubG,WT,mPFF,M,pSyn,0,0,0,0
IM 58,525,6,right,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM 59,525,6,right,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM 60,525,6,right,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM 61,525,6,right,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM 62,525,6,right,SUM,SUM,WT,mPFF,M,pSyn,0.007283733,0,0.007283733,0
IM 63,525,6,right,SUM,SUM,WT,mPFF,M,pSyn,0.000481721,0,0.000481721,0
IM 64,525,6,right,SUM,SUM,WT,mPFF,M,pSyn,0.000130358,0,0.000130358,0
IM57,525,6,right,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM 58,349,6,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 59,349,6,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 60,349,6,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 61,349,6,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 62,349,6,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 63,349,6,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 64,349,6,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM57,349,6,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 58,229,6,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 59,229,6,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 60,229,6,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 61,229,6,right,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM 63,229,6,right,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM 64,229,6,right,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM57,229,6,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 58,"c(1127, 289, 786, 97, 234, 729)",6,right,TEa,"c(""TEa2/3"", ""TEa5"", ""TEa6b"", ""TEa1"", ""TEa4"", ""TEa6a"")",WT,mPFF,F,pSyn,0.181008938,0.088349369,0.092659568,20.01724256
IM 59,"c(234, 1127, 729, 289, 97, 786)",6,right,TEa,"c(""TEa4"", ""TEa2/3"", ""TEa6a"", ""TEa5"", ""TEa1"", ""TEa6b"")",WT,mPFF,F,pSyn,0.154813583,0.046290216,0.108523368,10.90261099
IM 60,"c(1127, 786, 729, 289, 97, 234)",6,right,TEa,"c(""TEa2/3"", ""TEa6b"", ""TEa6a"", ""TEa5"", ""TEa1"", ""TEa4"")",WT,mPFF,F,pSyn,0.147016032,0.076294176,0.070721856,16.74859998
IM 61,"c(729, 786, 234, 1127, 289, 97)",6,right,TEa,"c(""TEa6a"", ""TEa6b"", ""TEa4"", ""TEa2/3"", ""TEa5"", ""TEa1"")",WT,mPFF,M,pSyn,0.138080955,0.062498217,0.075582738,13.50917626
IM 62,"c(1127, 234, 786, 729, 289, 97)",6,right,TEa,"c(""TEa2/3"", ""TEa4"", ""TEa6b"", ""TEa6a"", ""TEa5"", ""TEa1"")",WT,mPFF,M,pSyn,0.302212776,0.137785638,0.164427138,31.52558117
IM 63,"c(786, 729, 97, 234, 1127, 289)",6,right,TEa,"c(""TEa6b"", ""TEa6a"", ""TEa1"", ""TEa4"", ""TEa2/3"", ""TEa5"")",WT,mPFF,M,pSyn,0.174036837,0.073604431,0.100432406,11.22313462
IM 64,"c(729, 97, 786, 234, 1127, 289)",6,right,TEa,"c(""TEa6a"", ""TEa1"", ""TEa6b"", ""TEa4"", ""TEa2/3"", ""TEa5"")",WT,mPFF,M,pSyn,0.307351447,0.121352487,0.185998961,27.40508004
IM57,"c(729, 234, 97, 786, 1127, 289)",6,right,TEa,"c(""TEa6a"", ""TEa4"", ""TEa1"", ""TEa6b"", ""TEa2/3"", ""TEa5"")",WT,mPFF,F,pSyn,0.157591987,0.082064512,0.075527475,20.12195528
IM 58,549,6,right,TH,TH,WT,mPFF,F,pSyn,0.000889126,0,0.000889126,0
IM 59,549,6,right,TH,TH,WT,mPFF,F,pSyn,2.35E-05,0.014550104,-0.01452656,1.978059886
IM 60,549,6,right,TH,TH,WT,mPFF,F,pSyn,0.008414367,0,0.008414367,0
IM 61,549,6,right,TH,TH,WT,mPFF,M,pSyn,0.028381555,0,0.028381555,0
IM 62,549,6,right,TH,TH,WT,mPFF,M,pSyn,0.001515677,0,0.001515677,0
IM 63,549,6,right,TH,TH,WT,mPFF,M,pSyn,0.009070476,0,0.009070476,0
IM 64,549,6,right,TH,TH,WT,mPFF,M,pSyn,0.022001681,0.018128828,0.003872852,3.498723546
IM57,549,6,right,TH,TH,WT,mPFF,F,pSyn,0.004711489,0,0.004711489,0
IM 58,1,6,right,TM,TMv,WT,mPFF,F,pSyn,0,0,0,0
IM 61,1,6,right,TM,TMv,WT,mPFF,M,pSyn,0.004738449,0,0.004738449,0
IM 62,1,6,right,TM,TMv,WT,mPFF,M,pSyn,0.001005951,0,0.001005951,0
IM 63,1,6,right,TM,TMv,WT,mPFF,M,pSyn,0,0,0,0
IM57,1,6,right,TM,TMv,WT,mPFF,F,pSyn,0.03454925,0,0.03454925,0
IM 58,566,6,right,TR,TR,WT,mPFF,F,pSyn,0.043693988,0.028161443,0.015532544,6.683646506
IM 59,566,6,right,TR,TR,WT,mPFF,F,pSyn,0.005597799,0,0.005597799,0
IM 60,566,6,right,TR,TR,WT,mPFF,F,pSyn,0.009753765,0,0.009753765,0
IM 61,566,6,right,TR,TR,WT,mPFF,M,pSyn,0.086763574,0.05873853,0.028025045,20.53387321
IM 62,566,6,right,TR,TR,WT,mPFF,M,pSyn,0.026158555,0.020229884,0.005928671,3.802311515
IM 63,566,6,right,TR,TR,WT,mPFF,M,pSyn,0,0,0,0
IM 64,566,6,right,TR,TR,WT,mPFF,M,pSyn,0.003174141,0,0.003174141,0
IM57,566,6,right,TR,TR,WT,mPFF,F,pSyn,0.061809107,0.035594544,0.026214564,12.44317576
IM 58,574,6,right,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 59,574,6,right,TRN,TRN,WT,mPFF,F,pSyn,0.000514723,0,0.000514723,0
IM 60,574,6,right,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 61,574,6,right,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM 63,574,6,right,TRN,TRN,WT,mPFF,M,pSyn,0.000669864,0,0.000669864,0
IM 64,574,6,right,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM57,574,6,right,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 58,1043,6,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 59,1043,6,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 60,1043,6,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 61,1043,6,right,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM 63,1043,6,right,tspc,tspc,WT,mPFF,M,pSyn,0.00025808,0,0.00025808,0
IM 64,1043,6,right,tspc,tspc,WT,mPFF,M,pSyn,0.000663546,0,0.000663546,0
IM57,1043,6,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 58,"c(605, 597)",6,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,F,pSyn,0.050641991,0.010648338,0.039993653,2.620987419
IM 59,"c(597, 605)",6,right,TT,"c(""TTd"", ""TTv"")",WT,mPFF,F,pSyn,0.022835112,0.00705188,0.015783233,1.603438381
IM 60,"c(605, 597)",6,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,F,pSyn,0.015883144,0.006960512,0.008922632,2.406560249
IM 62,"c(605, 597)",6,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,0.01736849,0,0.01736849,0
IM 63,"c(597, 605)",6,right,TT,"c(""TTd"", ""TTv"")",WT,mPFF,M,pSyn,0.004814038,0,0.004814038,0
IM 64,"c(605, 597)",6,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,7.57E-05,0,7.57E-05,0
IM57,"c(597, 605)",6,right,TT,"c(""TTd"", ""TTv"")",WT,mPFF,F,pSyn,0.003560023,0,0.003560023,0
IM 58,614,6,right,TU,TU,WT,mPFF,F,pSyn,0.027478534,0.020100037,0.007378497,1.943295721
IM 59,614,6,right,TU,TU,WT,mPFF,F,pSyn,0.008520157,0,0.008520157,0
IM 60,614,6,right,TU,TU,WT,mPFF,F,pSyn,0.002078303,0,0.002078303,0
IM 61,614,6,right,TU,TU,WT,mPFF,M,pSyn,0,0,0,0
IM 62,614,6,right,TU,TU,WT,mPFF,M,pSyn,0.000203672,0,0.000203672,0
IM 63,614,6,right,TU,TU,WT,mPFF,M,pSyn,0,0,0,0
IM 64,614,6,right,TU,TU,WT,mPFF,M,pSyn,0.00258425,0,0.00258425,0
IM57,614,6,right,TU,TU,WT,mPFF,F,pSyn,0.001438515,0,0.001438515,0
IM 58,629,6,right,VAL,VAL,WT,mPFF,F,pSyn,0.001587128,0,0.001587128,0
IM 59,629,6,right,VAL,VAL,WT,mPFF,F,pSyn,0.004220149,0,0.004220149,0
IM 60,629,6,right,VAL,VAL,WT,mPFF,F,pSyn,0.001173358,0,0.001173358,0
IM 61,629,6,right,VAL,VAL,WT,mPFF,M,pSyn,0.01584377,0,0.01584377,0
IM 62,629,6,right,VAL,VAL,WT,mPFF,M,pSyn,0.020025167,0,0.020025167,0
IM 63,629,6,right,VAL,VAL,WT,mPFF,M,pSyn,0.004561265,0,0.004561265,0
IM 64,629,6,right,VAL,VAL,WT,mPFF,M,pSyn,0.0022339,0,0.0022339,0
IM57,629,6,right,VAL,VAL,WT,mPFF,F,pSyn,0.001566511,0,0.001566511,0
IM 58,"c(312782558, 312782566, 312782562, 312782554, 312782550, 312782570)",6,right,VISa,"c(""VISa4"", ""VISa6a"", ""VISa5"", ""VISa2/3"", ""VISa1"", ""VISa6b"")",WT,mPFF,F,pSyn,0.076156141,0.038126737,0.038029404,8.177528372
IM 59,"c(312782566, 312782570, 312782562, 312782554, 312782550, 312782558)",6,right,VISa,"c(""VISa6a"", ""VISa6b"", ""VISa5"", ""VISa2/3"", ""VISa1"", ""VISa4"")",WT,mPFF,F,pSyn,0.066249113,0.030390387,0.035858726,8.131457753
IM 60,"c(312782550, 312782558, 312782562, 312782554, 312782566, 312782570)",6,right,VISa,"c(""VISa1"", ""VISa4"", ""VISa5"", ""VISa2/3"", ""VISa6a"", ""VISa6b"")",WT,mPFF,F,pSyn,0.00842124,0.004598208,0.003823031,0.740082192
IM 61,"c(312782558, 312782562, 312782566, 312782550, 312782570, 312782554)",6,right,VISa,"c(""VISa4"", ""VISa5"", ""VISa6a"", ""VISa1"", ""VISa6b"", ""VISa2/3"")",WT,mPFF,M,pSyn,0.112789403,0.052660365,0.060129039,10.34321784
IM 62,"c(312782558, 312782566, 312782550, 312782562, 312782570, 312782554)",6,right,VISa,"c(""VISa4"", ""VISa6a"", ""VISa1"", ""VISa5"", ""VISa6b"", ""VISa2/3"")",WT,mPFF,M,pSyn,0.042365484,0.01895418,0.023411304,3.834158145
IM 63,"c(312782550, 312782562, 312782566, 312782554, 312782558, 312782570)",6,right,VISa,"c(""VISa1"", ""VISa5"", ""VISa6a"", ""VISa2/3"", ""VISa4"", ""VISa6b"")",WT,mPFF,M,pSyn,0.017555187,0.007255415,0.010299772,3.063169161
IM 64,"c(312782562, 312782570, 312782566, 312782558, 312782554, 312782550)",6,right,VISa,"c(""VISa5"", ""VISa6b"", ""VISa6a"", ""VISa4"", ""VISa2/3"", ""VISa1"")",WT,mPFF,M,pSyn,0.045530126,0.023534359,0.021995767,4.136531109
IM57,"c(312782566, 312782570, 312782558, 312782562, 312782554, 312782550)",6,right,VISa,"c(""VISa6a"", ""VISa6b"", ""VISa4"", ""VISa5"", ""VISa2/3"", ""VISa1"")",WT,mPFF,F,pSyn,0.088274774,0.041806224,0.04646855,7.227140275
IM 58,"c(1114, 649, 233, 905, 1074, 601)",6,right,VISal,"c(""VISal4"", ""VISal6b"", ""VISal5"", ""VISal2/3"", ""VISal1"", ""VISal6a"")",WT,mPFF,F,pSyn,0.010407208,0,0.010407208,0
IM 59,"c(1114, 601, 905, 1074, 233, 649)",6,right,VISal,"c(""VISal4"", ""VISal6a"", ""VISal2/3"", ""VISal1"", ""VISal5"", ""VISal6b"")",WT,mPFF,F,pSyn,0.006603924,0,0.006603924,0
IM 60,"c(233, 1114, 601, 649, 905, 1074)",6,right,VISal,"c(""VISal5"", ""VISal4"", ""VISal6a"", ""VISal6b"", ""VISal2/3"", ""VISal1"")",WT,mPFF,F,pSyn,0.000347687,0,0.000347687,0
IM 61,"c(601, 233, 649, 1114, 905, 1074)",6,right,VISal,"c(""VISal6a"", ""VISal5"", ""VISal6b"", ""VISal4"", ""VISal2/3"", ""VISal1"")",WT,mPFF,M,pSyn,0.013331851,0.005608661,0.00772319,1.083257544
IM 62,"c(233, 1114, 1074, 905, 601, 649)",6,right,VISal,"c(""VISal5"", ""VISal4"", ""VISal1"", ""VISal2/3"", ""VISal6a"", ""VISal6b"")",WT,mPFF,M,pSyn,0.001003055,0,0.001003055,0
IM 63,"c(601, 905, 1114, 1074, 649, 233)",6,right,VISal,"c(""VISal6a"", ""VISal2/3"", ""VISal4"", ""VISal1"", ""VISal6b"", ""VISal5"")",WT,mPFF,M,pSyn,0.012819694,0.011847804,0.00097189,3.888299348
IM 64,"c(905, 1074, 649, 233, 601, 1114)",6,right,VISal,"c(""VISal2/3"", ""VISal1"", ""VISal6b"", ""VISal5"", ""VISal6a"", ""VISal4"")",WT,mPFF,M,pSyn,0.004803945,0,0.004803945,0
IM57,"c(1074, 649, 601, 233, 1114, 905)",6,right,VISal,"c(""VISal1"", ""VISal6b"", ""VISal6a"", ""VISal5"", ""VISal4"", ""VISal2/3"")",WT,mPFF,F,pSyn,0.008463743,0,0.008463743,0
IM 58,"c(1046, 281, 401, 441, 433, 1066)",6,right,VISam,"c(""VISam6a"", ""VISam1"", ""VISam4"", ""VISam6b"", ""VISam5"", ""VISam2/3"")",WT,mPFF,F,pSyn,0.079402728,0.054591748,0.024810981,6.374674519
IM 59,"c(401, 1066, 441, 433, 281, 1046)",6,right,VISam,"c(""VISam4"", ""VISam2/3"", ""VISam6b"", ""VISam5"", ""VISam1"", ""VISam6a"")",WT,mPFF,F,pSyn,0.042511803,0.026472758,0.016039045,4.662755235
IM 60,"c(1046, 433, 441, 401, 281, 1066)",6,right,VISam,"c(""VISam6a"", ""VISam5"", ""VISam6b"", ""VISam4"", ""VISam1"", ""VISam2/3"")",WT,mPFF,F,pSyn,0.009263128,0.004771915,0.004491214,1.814104076
IM 61,"c(433, 1046, 281, 441, 401, 1066)",6,right,VISam,"c(""VISam5"", ""VISam6a"", ""VISam1"", ""VISam6b"", ""VISam4"", ""VISam2/3"")",WT,mPFF,M,pSyn,0.089193514,0.06628854,0.022904974,16.30833267
IM 62,"c(1046, 433, 401, 441, 1066, 281)",6,right,VISam,"c(""VISam6a"", ""VISam5"", ""VISam4"", ""VISam6b"", ""VISam2/3"", ""VISam1"")",WT,mPFF,M,pSyn,0.010958174,0,0.010958174,0
IM 63,"c(433, 1066, 401, 1046, 281, 441)",6,right,VISam,"c(""VISam5"", ""VISam2/3"", ""VISam4"", ""VISam6a"", ""VISam1"", ""VISam6b"")",WT,mPFF,M,pSyn,0.010788379,0.008567242,0.002221137,2.665870778
IM 64,"c(433, 1066, 1046, 401, 441, 281)",6,right,VISam,"c(""VISam5"", ""VISam2/3"", ""VISam6a"", ""VISam4"", ""VISam6b"", ""VISam1"")",WT,mPFF,M,pSyn,0.0059447,0,0.0059447,0
IM57,"c(1066, 1046, 433, 401, 281)",6,right,VISam,"c(""VISam2/3"", ""VISam6a"", ""VISam5"", ""VISam4"", ""VISam1"")",WT,mPFF,F,pSyn,0.017807062,0,0.017807062,0
IM 58,"c(857, 897, 849, 1058, 1010, 1106)",6,right,VISC,"c(""VISC6a"", ""VISC1"", ""VISC6b"", ""VISC5"", ""VISC4"", ""VISC2/3"")",WT,mPFF,F,pSyn,0.222519626,0.10738637,0.115133256,17.38666913
IM 59,"c(857, 1058, 849, 897, 1106, 1010)",6,right,VISC,"c(""VISC6a"", ""VISC5"", ""VISC6b"", ""VISC1"", ""VISC2/3"", ""VISC4"")",WT,mPFF,F,pSyn,0.059747945,0.021255859,0.038492086,3.890700459
IM 60,"c(897, 1010, 849, 857, 1058, 1106)",6,right,VISC,"c(""VISC1"", ""VISC4"", ""VISC6b"", ""VISC6a"", ""VISC5"", ""VISC2/3"")",WT,mPFF,F,pSyn,0.413995467,0.17542452,0.238570947,28.38373913
IM 61,"c(1058, 849, 1106, 1010, 857, 897)",6,right,VISC,"c(""VISC5"", ""VISC6b"", ""VISC2/3"", ""VISC4"", ""VISC6a"", ""VISC1"")",WT,mPFF,M,pSyn,0.024537643,0.005034702,0.019502941,0.731825923
IM 62,"c(897, 849, 1058, 857, 1106, 1010)",6,right,VISC,"c(""VISC1"", ""VISC6b"", ""VISC5"", ""VISC6a"", ""VISC2/3"", ""VISC4"")",WT,mPFF,M,pSyn,0.226997774,0.038364971,0.188632804,6.630726886
IM 63,"c(1106, 897, 1010, 849, 857, 1058)",6,right,VISC,"c(""VISC2/3"", ""VISC1"", ""VISC4"", ""VISC6b"", ""VISC6a"", ""VISC5"")",WT,mPFF,M,pSyn,0.261386568,0.090323984,0.171062584,22.55545103
IM 64,"c(1058, 1010, 849, 1106, 897, 857)",6,right,VISC,"c(""VISC5"", ""VISC4"", ""VISC6b"", ""VISC2/3"", ""VISC1"", ""VISC6a"")",WT,mPFF,M,pSyn,0.160838307,0.045883369,0.114954938,12.08443712
IM57,"c(1106, 849, 1058, 1010, 857, 897)",6,right,VISC,"c(""VISC2/3"", ""VISC6b"", ""VISC5"", ""VISC4"", ""VISC6a"", ""VISC1"")",WT,mPFF,F,pSyn,0.110143245,0.041367829,0.068775416,6.894238105
IM 58,"c(573, 421, 613, 973, 121, 74)",6,right,VISl,"c(""VISl4"", ""VISl1"", ""VISl5"", ""VISl2/3"", ""VISl6b"", ""VISl6a"")",WT,mPFF,F,pSyn,0.011389435,0.008489832,0.002899603,2.194711951
IM 59,"c(421, 121, 973, 573, 613, 74)",6,right,VISl,"c(""VISl1"", ""VISl6b"", ""VISl2/3"", ""VISl4"", ""VISl5"", ""VISl6a"")",WT,mPFF,F,pSyn,0.005988143,0,0.005988143,0
IM 60,"c(973, 573, 121, 421, 74, 613)",6,right,VISl,"c(""VISl2/3"", ""VISl4"", ""VISl6b"", ""VISl1"", ""VISl6a"", ""VISl5"")",WT,mPFF,F,pSyn,4.58E-05,0,4.58E-05,0
IM 61,"c(74, 121, 973, 573, 421, 613)",6,right,VISl,"c(""VISl6a"", ""VISl6b"", ""VISl2/3"", ""VISl4"", ""VISl1"", ""VISl5"")",WT,mPFF,M,pSyn,0.027334487,0.019607422,0.007727065,6.086218648
IM 63,"c(973, 121, 421, 613, 573, 74)",6,right,VISl,"c(""VISl2/3"", ""VISl6b"", ""VISl1"", ""VISl5"", ""VISl4"", ""VISl6a"")",WT,mPFF,M,pSyn,8.70E-05,0,8.70E-05,0
IM 64,"c(973, 573, 421, 74, 121, 613)",6,right,VISl,"c(""VISl2/3"", ""VISl4"", ""VISl1"", ""VISl6a"", ""VISl6b"", ""VISl5"")",WT,mPFF,M,pSyn,0,0,0,0
IM57,"c(573, 973, 421)",6,right,VISl,"c(""VISl4"", ""VISl2/3"", ""VISl1"")",WT,mPFF,F,pSyn,0,0,0,0
IM 58,"c(312782590, 312782582, 312782594, 312782598, 312782586, 312782578)",6,right,VISli,"c(""VISli5"", ""VISli2/3"", ""VISli6a"", ""VISli6b"", ""VISli4"", ""VISli1"")",WT,mPFF,F,pSyn,0.021950927,0,0.021950927,0
IM 59,"c(312782586, 312782578, 312782582)",6,right,VISli,"c(""VISli4"", ""VISli1"", ""VISli2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM 60,"c(312782582, 312782586, 312782590, 312782578)",6,right,VISli,"c(""VISli2/3"", ""VISli4"", ""VISli5"", ""VISli1"")",WT,mPFF,F,pSyn,0.000222324,0,0.000222324,0
IM 61,"c(312782586, 312782578, 312782582, 312782590)",6,right,VISli,"c(""VISli4"", ""VISli1"", ""VISli2/3"", ""VISli5"")",WT,mPFF,M,pSyn,0.013490936,0,0.013490936,0
IM 63,"c(312782582, 312782590, 312782578, 312782586)",6,right,VISli,"c(""VISli2/3"", ""VISli5"", ""VISli1"", ""VISli4"")",WT,mPFF,M,pSyn,0.033784942,0.034370806,-0.000585864,16.40736583
IM 64,312782578,6,right,VISli,VISli1,WT,mPFF,M,pSyn,0,0,0,0
IM 58,"c(33, 821, 778, 721, 305, 593)",6,right,VISp,"c(""VISp6a"", ""VISp2/3"", ""VISp5"", ""VISp4"", ""VISp6b"", ""VISp1"")",WT,mPFF,F,pSyn,0.00543358,0.003078007,0.002355573,1.103563698
IM 59,"c(778, 721, 821, 305, 593, 33)",6,right,VISp,"c(""VISp5"", ""VISp4"", ""VISp2/3"", ""VISp6b"", ""VISp1"", ""VISp6a"")",WT,mPFF,F,pSyn,0.001322377,0.0010506,0.000271777,0.340799888
IM 60,"c(593, 33, 778, 721, 821, 305)",6,right,VISp,"c(""VISp1"", ""VISp6a"", ""VISp5"", ""VISp4"", ""VISp2/3"", ""VISp6b"")",WT,mPFF,F,pSyn,6.46E-05,0,6.46E-05,0
